M64,R64,C64,L64,V64,M63,R63,C63,L63,V63,M62,R62,C62,L62,V62,M61,R61,C61,L61,V61,M60,R60,C60,L60,V60,M59,R59,C59,L59,V59,M58,R58,C58,L58,V58,M57,R57,C57,L57,V57,M56,R56,C56,L56,V56,M55,R55,C55,L55,V55
21.0,1.0,3.456870275233492,0.2857142857142857,86.52424965758468,21.0,1.0,3.5139490779738023,0.2857142857142857,94.55793735227614,21.0,1.0,3.5413355674272915,0.2857142857142857,102.58661711242748,21.0,1.0,3.541341463830395,0.2857142857142857,110.62171579910836,21.0,1.0,3.5187875186324558,0.2857142857142857,118.6710166046952,21.0,1.0,3.483041190380655,0.2857142857142857,126.74019487729281,21.0,1.0,3.4330136364577286,0.2857142857142857,134.83384456897602,21.0,1.0,3.3699582403150474,0.2857142857142857,142.95605019982176,21.0,1.0,3.3015254469426094,0.2857142857142857,151.1105171503591,21.0,1.0,3.227084488259388,0.2857142857142857,159.30117748106323
23.0,1.0,3.608662067842425,0.2857142861390446,87.36885062553287,23.0,1.0,3.6596093342289615,0.2857142861390446,95.39537607444699,23.0,1.0,3.6753300552974912,0.2857142861390446,103.42136089786618,23.0,1.0,3.6633254486773295,0.2857142861390446,111.45716982879037,23.0,1.0,3.6302568199147482,0.2857142861390446,119.50987023473803,23.0,1.0,3.5826095702391565,0.2857142861390446,127.58463304653526,23.0,1.0,3.5228847762609523,0.2857142861390446,135.68567310655527,23.0,1.0,3.4558921037993096,0.2857142861390446,143.81675568784212,23.0,1.0,3.3822620794521585,0.2857142861390446,151.98127105512384,23.0,1.0,3.3041836407717,0.2857142861390446,160.1828944055411
25.0,1.0,3.770284488556885,0.2857142857142857,88.19344483123844,25.0,1.0,3.8057951907857612,0.2857142857142857,96.21498989972129,25.0,1.0,3.8077009831026203,0.2857142857142857,104.23994271472914,25.0,1.0,3.7836774249901213,0.2857142857142857,112.27777518114982,25.0,1.0,3.740085833765897,0.2857142857142857,120.33493048343892,25.0,1.0,3.6851059438076383,0.2857142857142857,128.41612766294276,25.0,1.0,3.6160062033251754,0.2857142857142857,136.5252328271616,25.0,1.0,3.541599578082036,0.2857142857142857,144.66569676085146,25.0,1.0,3.4615886529403954,0.2857142857142857,152.8406284605493,25.0,1.0,3.3808131968074426,0.2857142857142857,161.053458771531
27.0,1.0,3.931777157278874,0.2857142859174995,88.99936176423313,27.0,1.0,3.9483294795237205,0.2857142859174995,97.01786601711902,27.0,1.0,3.938646516485176,0.2857142859174995,105.04329229398023,27.0,1.0,3.9042372811076995,0.2857142859174995,113.08433538264805,27.0,1.0,3.849981707035073,0.2857142859174995,121.14689582308932,27.0,1.0,3.785648952778507,0.2857142859174995,129.23529213210526,27.0,1.0,3.710110151651096,0.2857142859174995,137.3530622943113,27.0,1.0,3.628701762964014,0.2857142859174995,145.50334494096478,27.0,1.0,3.543531769253569,0.2857142859174995,153.6889817313936,27.0,1.0,3.4568361623416823,0.2857142859174995,161.91320029284398
29.0,1.0,4.085620046930191,0.2857142857142857,89.78771197821435,29.0,1.0,4.090039147981239,0.2857142857142857,97.80493370343751,29.0,1.0,4.064629272172825,0.2857142857142857,105.832203819931,29.0,1.0,4.019559783033417,0.2857142857142857,113.87754884711015,29.0,1.0,3.9565215683244253,0.2857142857142857,121.94639034005326,29.0,1.0,3.8861810633474834,0.2857142857142857,130.0426819316559,29.0,1.0,3.802991733561614,0.2857142857142857,138.1696401100632,29.0,1.0,3.7156989029574783,0.2857142857142857,146.33010931212127,29.0,1.0,3.6251904767458476,0.2857142857142857,154.5266922018745,29.0,1.0,3.5332535783804784,0.2857142857142857,162.7624452493975
31.0,1.0,4.239733268037498,0.28571428575229585,90.55960160057882,31.0,1.0,4.229715967438744,0.28571428575229585,98.57712541122534,31.0,1.0,4.191423902679849,0.28571428575229585,106.60747505613922,31.0,1.0,4.134753537542041,0.28571428575229585,114.65810058849108,31.0,1.0,4.065267239938403,0.28571428575229585,122.73400240798088,31.0,1.0,3.9841661319810076,0.28571428575229585,130.8388017221693,31.0,1.0,3.8962245282980073,0.28571428575229585,138.97539461672244,31.0,1.0,3.802887912069478,0.28571428575229585,147.1463521944342,31.0,1.0,3.7062276448313116,0.28571428575229585,155.35408091733282,31.0,1.0,3.6136789163064775,0.28571428575229585,163.60147758339093
33.0,1.0,4.394266207723837,0.28571428582490904,91.31604217954226,33.0,1.0,4.370314601919289,0.28571428582490904,99.3352941959652,33.0,1.0,4.31951823448566,0.28571428582490904,107.36983354997614,33.0,1.0,4.252749067058847,0.28571428582490904,115.42661443331733,33.0,1.0,4.170318856575404,0.28571428582490904,123.51028339960789,33.0,1.0,4.083216940469936,0.28571428582490904,131.62412190181738,33.0,1.0,3.986984256579473,0.28571428582490904,139.77072123114598,33.0,1.0,3.890365483570322,0.28571428582490904,147.95241306269256,33.0,1.0,3.7895349877210767,0.28571428582490904,156.17142255531843,33.0,1.0,3.6928792664364387,0.28571428582490904,164.4305435054537
35.0,1.0,4.547699918190234,0.28571428609122607,92.0579410385754,35.0,1.0,4.507956008083773,0.28571428609122607,100.08020808086216,35.0,1.0,4.4470546988472215,0.28571428609122607,108.11994103014146,35.0,1.0,4.368262460020167,0.28571428609122607,116.18368429781682,35.0,1.0,4.276730441274459,0.28571428609122607,124.27574240252427,35.0,1.0,4.177870921914053,0.28571428609122607,132.39906975400896,35.0,1.0,4.080118403384384,0.28571428609122607,140.55596920648048,35.0,1.0,3.976274313216945,0.28571428609122607,148.74857925010832,35.0,1.0,3.8740486130488807,0.28571428609122607,156.97899256757924,35.0,1.0,3.7719253282714993,0.28571428609122607,165.24990238738647
37.0,1.0,4.7051846411527105,0.2857142857585392,92.78614304492594,37.0,1.0,4.650266256191216,0.2857142857585392,100.81257373876812,37.0,1.0,4.574390715385122,0.2857142857585392,108.85841396993622,37.0,1.0,4.481603689372889,0.2857142857585392,116.92984404198057,37.0,1.0,4.381318952906345,0.2857142857585392,125.03082951180468,37.0,1.0,4.276168907152263,0.2857142857585392,133.164001090433,37.0,1.0,4.168243103713467,0.2857142857585392,141.33144562814863,37.0,1.0,4.064116141430007,0.2857142857585392,149.53513372034027,37.0,1.0,3.9563365885469945,0.2857142857585392,157.77703825366126,37.0,1.0,3.855863015003854,0.2857142857585392,166.05977690767153
39.0,1.0,4.860552771787755,0.2857142857142857,93.50145221330008,39.0,1.0,4.789899666988938,0.2857142857142857,101.53308211109378,39.0,1.0,4.7014443419684735,0.2857142857142857,109.58584808701707,39.0,1.0,4.59695453641819,0.2857142857142857,117.66559467579414,39.0,1.0,4.486677546886247,0.2857142857142857,125.77594779292106,39.0,1.0,4.3740147187692395,0.2857142857142857,133.9192626992278,39.0,1.0,4.263203659166732,0.2857142857142857,142.0974304047082,39.0,1.0,4.149548464014596,0.2857142857142857,150.31230501370777,39.0,1.0,4.04165243634486,0.2857142857142857,158.56576964542612,39.0,1.0,3.9354531809019027,0.2857142857142857,166.86037807516132
41.0,1.0,5.010205844316429,0.28572275881105313,94.20456568079736,41.0,1.0,4.927539705047134,0.28572275881105313,102.24233453785341,41.0,1.0,4.82547564089124,0.28572275881105313,110.30276630308916,41.0,1.0,4.710477624892064,0.28572275881105313,118.39138018826552,41.0,1.0,4.594476452424033,0.28572275881105313,126.51145936699932,41.0,1.0,4.4759891038565165,0.28572275881105313,134.66513807044552,41.0,1.0,4.355597158319174,0.28572275881105313,142.85418274682203,41.0,1.0,4.23802806748403,0.28572275881105313,151.08034032415114,41.0,1.0,4.126606634767905,0.28572275881105313,159.3454125240869,41.0,1.0,4.01668067065522,0.28572275881105313,167.65188743893347
43.0,1.0,5.152663294184521,0.28571428572250096,94.89610344850013,43.0,1.0,5.054918907810354,0.28571428572250096,102.94088886357797,43.0,1.0,4.947708540725069,0.28571428572250096,111.00965632403356,43.0,1.0,4.827362891789622,0.28571428572250096,119.10757068678038,43.0,1.0,4.702581648141011,0.28571428572250096,127.23766536299269,43.0,1.0,4.576676778749398,0.28571428572250096,135.40191237362745,43.0,1.0,4.453313014592536,0.28571428572250096,143.60195584771864,43.0,1.0,4.332139800809741,0.28571428572250096,151.8394501223451,43.0,1.0,4.212880482018345,0.28571428572250096,160.11616692435777,43.0,1.0,4.099357603728029,0.28571428572250096,168.43459167102705
45.0,1.0,5.3043906408416115,0.28571428611868877,95.57671777996,45.0,1.0,5.186444077952608,0.28571428611868877,103.62924948704669,45.0,1.0,5.068340491228824,0.28571428611868877,111.70690484809872,45.0,1.0,4.940059766058353,0.28571428611868877,119.8144995305047,45.0,1.0,4.809367408737498,0.28571428611868877,127.95485270790279,45.0,1.0,4.678468296657903,0.28571428611868877,136.12982285075012,45.0,1.0,4.551759500377873,0.28571428611868877,144.34095620384235,45.0,1.0,4.42518603227727,0.28571428611868877,152.5898540317959,45.0,1.0,4.299943120941364,0.28571428611868877,160.87824898295696,45.0,1.0,4.18047010697055,0.28571428611868877,169.20859373303
47.0,1.0,5.448612450347222,0.285714286244384,96.24698896745613,47.0,1.0,5.321549524096228,0.285714286244384,104.30792926522871,47.0,1.0,5.191623125568023,0.285714286244384,112.39491495140409,47.0,1.0,5.054812405010161,0.285714286244384,120.51245881633636,47.0,1.0,4.916373274749918,0.285714286244384,128.66326142018474,47.0,1.0,4.782208676941092,0.285714286244384,136.84907648254512,47.0,1.0,4.649302111053113,0.285714286244384,145.0713818600808,47.0,1.0,4.517949525905029,0.285714286244384,153.33173988599435,47.0,1.0,4.388684789478062,0.285714286244384,161.63184541248387,47.0,1.0,4.264659063492851,0.285714286244384,169.9741151324951
49.0,1.0,5.592481798449729,0.28571428601961674,96.90742296914166,49.0,1.0,5.456842037619083,0.28571428601961674,104.97736414096907,49.0,1.0,5.3127648642246506,0.28571428601961674,113.07400200427205,49.0,1.0,5.1698660287939555,0.28571428601961674,121.20172255923178,49.0,1.0,5.026866640470958,0.28571428601961674,129.36311843998192,49.0,1.0,4.886756986876776,0.28571428601961674,137.55988172859654,49.0,1.0,4.747797563071279,0.28571428601961674,145.7934333249096,49.0,1.0,4.609766693220064,0.28571428601961674,154.06529349437199,49.0,1.0,4.478195796245059,0.28571428601961674,162.37712800204682,49.0,1.0,4.351076549397624,0.28571428601961674,170.73132466433134
51.0,1.0,5.741098740016272,0.28571428601752386,97.55850335758645,51.0,1.0,5.584466760490724,0.28571428601752386,105.63790144658613,51.0,1.0,5.43837148235994,0.28571428601752386,113.74445812441843,51.0,1.0,5.287144420721926,0.28571428601752386,121.88252101757054,51.0,1.0,5.135897117196181,0.28571428601752386,130.05463546942332,51.0,1.0,4.990100008000848,0.28571428601752386,138.2624292415892,51.0,1.0,4.844182963706259,0.28571428601752386,146.50728636335117,51.0,1.0,4.706619954605982,0.28571428601752386,154.79069081916634,51.0,1.0,4.569175520728035,0.28571428601752386,163.11425435870842,51.0,1.0,4.437079633913139,0.28571428601752386,171.48037694576925
53.0,1.0,5.880426715713005,0.2857142860132416,98.20067691979058,53.0,1.0,5.720724588066152,0.2857142860132416,106.2898259941811,53.0,1.0,5.563895945876055,0.2857142860132416,114.40651385828095,53.0,1.0,5.398207425013901,0.2857142860132416,122.5550681267093,53.0,1.0,5.250865078281311,0.2857142860132416,130.73801314086342,53.0,1.0,5.096905300231226,0.2857142860132416,138.9569073779405,53.0,1.0,4.945397522682226,0.2857142860132416,147.21310988097187,53.0,1.0,4.800637117885748,0.2857142860132416,155.50807708320718,53.0,1.0,4.660129040820648,0.2857142860132416,163.84339202977955,53.0,1.0,4.524601867320209,0.2857142860132416,172.2214304828526
55.0,1.0,6.026002697798091,0.2857142857609957,98.83434849434768,55.0,1.0,5.854368178174433,0.2857142857609957,106.93338348039727,55.0,1.0,5.685122701432603,0.2857142857609957,115.06038737932121,55.0,1.0,5.521321752477822,0.2857142857609957,123.21956216605643,55.0,1.0,5.359858187927119,0.2857142857609957,131.41341244346606,55.0,1.0,5.204670826627693,0.2857142857609957,139.64348583546402,55.0,1.0,5.049157138084021,0.2857142857609957,147.91107232347377,55.0,1.0,4.897543777826545,0.2857142857609957,156.2176110976281,55.0,1.0,4.750502902883434,0.2857142857609957,164.56468575456316,55.0,1.0,4.612730297550154,0.2857142857609957,172.9546422817622
57.0,1.0,6.0714285352627995,0.28571428575655,99.45977621862095,57.0,1.0,5.990680354986425,0.28571428575655,107.56885060417582,57.0,1.0,5.81323627734192,0.28571428575655,115.7062408563859,57.0,1.0,5.6399931656856825,0.28571428575655,123.87617778780444,57.0,1.0,5.472519526570604,0.28571428575655,132.08102157525073,57.0,1.0,5.311569063618824,0.28571428575655,140.3223059870967,57.0,1.0,5.151848466769159,0.28571428575655,148.60132455886102,57.0,1.0,4.9964149081903795,0.28571428575655,156.9194560964698,57.0,1.0,4.845899888368685,0.28571428575655,165.27827699781113,57.0,1.0,4.6992292645340505,0.28571428575655,173.68015143771484
59.0,1.0,6.071428520437161,0.28571428573577584,100.07690311377094,59.0,1.0,6.071428465200129,0.28571428573577584,108.19647021397151,59.0,1.0,5.941140037952464,0.28571428573577584,116.34429460173249,59.0,1.0,5.76761342192445,0.28571428573577584,124.52504957546958,59.0,1.0,5.5899974695604175,0.28571428573577584,132.74097952478743,59.0,1.0,5.420126362469963,0.28571428573577584,140.99352310256035,59.0,1.0,5.257086288994344,0.28571428573577584,149.28400084471008,59.0,1.0,5.095379147466751,0.28571428573577584,157.61374772589485,59.0,1.0,4.939684806458646,0.28571428573577584,165.98432562042655,59.0,1.0,4.791289663422666,0.28571428573577584,174.39809713166522
61.0,1.0,6.071428555238234,0.2857142857429857,100.68609418885161,61.0,1.0,6.0714285685854295,0.2857142857429857,108.81615231564649,61.0,1.0,6.0714275262062,0.2857142857429857,116.97478513869822,61.0,1.0,5.885171360222781,0.2857142857429857,125.16634759107914,61.0,1.0,5.707033265095601,0.2857142857429857,133.39342550519558,61.0,1.0,5.532106237118043,0.2857142857429857,141.6573210205206,61.0,1.0,5.362171892232631,0.2857142857429857,149.95924956548646,61.0,1.0,5.196537582375843,0.2857142857429857,158.30061864062105,61.0,1.0,5.033783171473583,0.2857142857429857,166.68296030870246,61.0,1.0,4.882758391484018,0.2857142857429857,175.10862761158094
63.0,1.0,6.071428569101454,0.28571428572568003,101.28768542084858,63.0,1.0,6.071428503009135,0.28571428572568003,109.42811248833597,63.0,1.0,6.071428490837256,0.28571428572568003,117.5977215937977,63.0,1.0,6.010815512076532,0.28571428572568003,125.80028405815847,63.0,1.0,5.825190815809572,0.28571428572568003,134.03850168366918,63.0,1.0,5.642234742070432,0.28571428572568003,142.3137713742866,63.0,1.0,5.467797316316896,0.28571428572568003,150.62720610503152,63.0,1.0,5.297777501747409,0.28571428572568003,158.98020266280383,63.0,1.0,5.129985546846989,0.28571428572568003,167.3743119437787,63.0,1.0,4.973873226679107,0.28571428572568003,175.81185365711352
65.0,1.0,6.071428564199696,0.2857142860659555,101.88200551176925,65.0,1.0,6.071428563161257,0.2857142860659555,110.03267716208994,65.0,1.0,6.071422631026243,0.2857142860659555,118.21313808249971,65.0,1.0,6.07142795485869,0.2857142860659555,126.42702328016934,65.0,1.0,5.94549085572672,0.2857142860659555,134.67637861134128,65.0,1.0,5.758504981043787,0.2857142860659555,142.96301903508785,65.0,1.0,5.575568795479556,0.2857142860659555,151.28800186535491,65.0,1.0,5.397744489911545,0.2857142860659555,159.652635214291,65.0,1.0,5.228676202043709,0.2857142860659555,168.0585028541332,65.0,1.0,5.070661558424582,0.2857142860659555,176.50791467794426
67.0,1.0,6.071428553018966,0.2857142861486405,102.4693567379158,67.0,1.0,6.07142855942929,0.2857142861486405,110.630152362297,67.0,1.0,6.071406365759642,0.2857142861486405,118.82132489642771,67.0,1.0,6.071428528312956,0.2857142861486405,127.04645051089982,67.0,1.0,6.0632931176637825,0.2857142861486405,135.3072376923951,67.0,1.0,5.872130925917437,0.2857142861486405,143.60520515764375,67.0,1.0,5.683796071021255,0.2857142861486405,151.9417484413044,67.0,1.0,5.502722610846517,0.2857142861486405,160.31803937466856,67.0,1.0,5.328665244094161,0.2857142861486405,168.73564989869612,67.0,1.0,5.164210053383081,0.2857142861486405,177.196930205712
69.0,1.0,6.071428566592219,0.2857142868351613,103.05001081400765,69.0,1.0,6.071428551114241,0.2857142868351613,111.2208081681598,69.0,1.0,6.071428516002035,0.2857142868351613,119.42254668755174,69.0,1.0,6.0714283621825595,0.2857142868351613,127.65875543231678,69.0,1.0,6.071428130462684,0.2857142868351613,135.93109369119807,69.0,1.0,5.987173491346512,0.2857142868351613,144.24048203250436,69.0,1.0,5.794442743634134,0.2857142868351613,152.58854664167927,69.0,1.0,5.608381274575422,0.2857142868351613,160.97652885046847,69.0,1.0,5.430660749114176,0.2857142868351613,169.40588355094746,69.0,1.0,5.258089064569203,0.2857142868351613,177.8790151988413
71.0,1.0,6.071428532898286,0.2857142857434317,103.62423753741206,71.0,1.0,6.071428563007476,0.2857142857434317,111.80490468785895,71.0,1.0,6.071428503928219,0.2857142857434317,120.01705846997054,71.0,1.0,6.071428373035896,0.2857142857434317,128.2641891028007,71.0,1.0,6.071428175126795,0.2857142857434317,136.54792084929227,71.0,1.0,6.071426634531543,0.2857142857434317,144.86901204608532,71.0,1.0,5.904839742370806,0.2857142857434317,153.22852968722884,71.0,1.0,5.715212394543672,0.2857142857434317,161.6281952972146,71.0,1.0,5.532647919791714,0.2857142857434317,170.06932463894026,71.0,1.0,5.354203317405609,0.2857142857434317,178.5543064927096
73.0,1.0,6.07142855559163,0.28571428573560215,104.19229435095656,73.0,1.0,6.071428564731077,0.28571428573560215,112.382689160163,73.0,1.0,6.071428569634,0.28571428573560215,120.60510443091833,73.0,1.0,6.0714284756296095,0.28571428573560215,128.86299575214957,73.0,1.0,6.071428554784141,0.28571428573560215,137.15795595681706,73.0,1.0,6.071428568694305,0.28571428573560215,145.4907089169548,73.0,1.0,6.019139071604609,0.28571428573560215,153.8618681751165,73.0,1.0,5.820162135366932,0.28571428573560215,162.27315137986793,73.0,1.0,5.635586736958943,0.28571428573560215,170.72606830312984,73.0,1.0,5.4522119960268185,0.28571428573560215,179.2229252446049
75.0,1.0,6.071428566734291,0.28571428599191107,104.75440227161154,75.0,1.0,6.071428544567562,0.28571428599191107,112.95437822398172,75.0,1.0,6.071428563134383,0.28571428599191107,121.1868990616267,75.0,1.0,6.0714285649921065,0.28571428599191107,129.45539105969564,75.0,1.0,6.071428525484526,0.28571428599191107,137.76141599494431,75.0,1.0,6.071428562863902,0.28571428599191107,146.10566976195744,75.0,1.0,6.07142839766571,0.28571428599191107,154.4886811892473,75.0,1.0,5.930441134881414,0.28571428599191107,162.91153444779852,75.0,1.0,5.738211734370192,0.28571428599191107,171.37621509211064,75.0,1.0,5.551672314619151,0.28571428599191107,179.88498120487557
77.0,1.0,6.071428557789819,0.28571428587955766,105.31075814423815,77.0,1.0,6.071428532614986,0.28571428587955766,113.52017069532116,77.0,1.0,6.071428556901467,0.28571428587955766,121.76264175374935,77.0,1.0,6.071428548564464,0.28571428587955766,130.0415759552324,77.0,1.0,6.071428482110544,0.28571428587955766,138.35850566578165,77.0,1.0,6.071428540174369,0.28571428587955766,146.71409750243626,77.0,1.0,6.071428534981592,0.28571428587955766,155.108852634679,77.0,1.0,6.040130026858069,0.28571428587955766,163.54350118103304,77.0,1.0,5.842901039999788,0.28571428587955766,172.01987925789635,77.0,1.0,5.6519649150276505,0.28571428587955766,180.54056069239766
79.0,1.0,6.071428565913346,0.2857142858993005,105.86153314662025,79.0,1.0,6.071428551702255,0.2857142858993005,114.08023798520979,79.0,1.0,6.071428453449105,0.2857142858993005,122.33250659323026,79.0,1.0,6.071428546380361,0.2857142858993005,130.62172662613784,79.0,1.0,6.071428553688422,0.2857142858993005,138.94940398145215,79.0,1.0,6.071428534934774,0.2857142858993005,147.31617431861147,79.0,1.0,6.071428562941956,0.2857142858993005,155.72251471522674,79.0,1.0,6.071428557912443,0.2857142858993005,164.16910817208304,79.0,1.0,5.9478362110659315,0.2857142858993005,172.65719588731002,79.0,1.0,5.752065446532002,0.2857142858993005,181.18978040602798
81.0,1.0,6.071428560350972,0.28571428585798436,106.40690540089926,81.0,1.0,6.071428567449871,0.28571428585798436,114.6347594135966,81.0,1.0,6.071428555828533,0.28571428585798436,122.89667759128955,81.0,1.0,6.071428551096341,0.28571428585798436,131.1960313905682,81.0,1.0,6.071428541070064,0.28571428585798436,139.53430207118248,81.0,1.0,6.071428539300296,0.28571428585798436,147.91209599481468,81.0,1.0,6.0714285612293155,0.28571428585798436,156.32986401342478,81.0,1.0,6.071428482727865,0.28571428585798436,164.78827246267056,81.0,1.0,6.048376913144013,0.28571428585798436,173.28829899614723,81.0,1.0,5.854548490649931,0.28571428585798436,181.83276721204777
